#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
11415;3;7;16;20;30;31;33;35;36;41;42;45;47;48;51;53;54;55;65;67
11416;9;13;14;16;20;21;23;27;29;33;38;42;46;47;50;57;60;62;67;70
11417;1;2;8;12;14;17;18;25;28;29;35;36;40;42;45;51;56;57;58;66
11418;1;3;4;10;20;23;24;32;33;34;37;38;44;45;49;50;51;58;65;68
11419;8;9;10;12;16;20;36;38;41;43;44;51;52;56;57;61;63;65;69;70
11420;1;7;11;14;16;22;28;30;31;32;33;40;45;54;55;56;58;61;64;67
11421;3;19;26;27;28;31;32;35;37;41;45;49;50;54;57;58;59;65;66;67
11422;2;5;6;7;10;14;20;23;24;33;34;43;47;53;56;58;59;60;64;65
11423;1;4;6;7;15;17;18;20;26;36;47;49;50;51;53;55;57;64;65;69
11424;3;4;6;7;10;12;16;18;28;31;40;48;54;56;58;59;61;65;68;70
11425;9;11;12;15;19;23;27;30;31;34;35;39;47;49;51;55;58;59;68;69
11426;6;8;22;24;25;27;29;30;32;36;37;42;52;55;57;59;63;64;68;70
11427;7;8;17;19;22;23;24;25;26;29;32;38;41;42;43;49;50;52;59;65
11428;2;3;4;13;15;16;18;19;26;27;30;31;34;40;42;49;59;62;64;69
11429;2;5;17;18;19;22;24;26;27;29;40;43;44;48;56;57;62;63;65;67
11430;2;10;14;15;21;23;28;29;30;36;37;39;41;43;55;61;63;64;65;68
11431;2;5;13;14;16;17;22;24;27;29;36;37;40;43;49;54;56;59;60;65
11432;1;2;10;11;14;18;21;22;24;43;45;47;48;54;55;57;60;61;65;70
11433;3;6;13;14;18;26;34;35;36;37;38;40;41;45;47;48;50;51;54;63
11434;5;7;9;12;14;15;18;22;31;39;41;42;43;44;47;56;63;64;67;68
11435;1;2;3;5;9;15;22;34;35;42;43;48;51;54;56;57;61;62;66;68
11436;8;10;12;13;25;26;27;34;42;46;47;51;52;53;58;63;64;65;66;67
11437;3;6;7;8;9;17;19;21;28;30;37;41;44;46;52;53;55;61;62;68
11438;4;13;14;17;20;24;25;26;27;45;46;48;51;53;56;64;65;66;68;69
11439;1;5;6;7;9;13;21;24;33;41;42;45;47;51;55;60;63;64;65;66
11440;1;2;5;8;9;12;20;29;31;35;37;38;41;53;54;55;59;63;68;69
11441;3;4;10;18;20;21;24;29;31;32;34;37;43;47;52;56;61;62;69;70
11442;1;2;4;8;14;15;17;19;21;22;25;38;44;45;54;55;56;57;67;70
11443;7;9;13;17;18;19;22;25;29;31;34;46;49;52;53;54;57;58;63;70
11444;1;4;5;7;8;19;23;24;27;29;33;35;36;44;45;51;62;63;66;68
11445;1;9;11;12;14;17;21;31;32;33;39;41;43;46;50;51;56;57;59;69
11446;2;7;8;13;17;19;22;24;30;32;39;40;41;42;48;53;56;57;64;68
11447;2;3;4;6;10;11;12;18;30;40;41;42;45;47;48;49;51;56;59;69
11448;1;9;13;16;17;18;21;23;24;25;33;34;35;41;47;52;58;60;62;69
11449;5;13;17;19;29;33;34;35;38;40;44;47;49;52;57;59;62;63;68;69
11450;9;10;12;15;23;26;28;31;35;42;45;46;47;49;50;51;54;56;60;64
11451;1;4;5;13;14;19;21;22;27;36;42;53;55;58;59;62;63;65;66;70
11452;3;6;7;8;13;16;17;20;28;33;34;36;40;41;44;49;54;58;59;64
11453;6;12;15;18;21;28;33;36;37;40;44;45;47;55;56;58;59;63;66;70
11454;3;4;10;11;12;13;14;19;21;24;26;31;36;38;43;49;57;58;60;70
11455;4;11;14;17;22;24;26;27;30;32;35;41;49;51;53;54;57;59;60;65
11456;1;10;11;12;13;14;16;23;24;31;41;44;45;50;52;56;57;61;67;68
11457;1;2;6;10;11;13;15;18;19;29;30;32;33;35;37;44;48;58;64;67
11458;1;2;5;7;11;13;21;27;35;38;39;43;44;53;54;55;61;62;66;68
11459;3;10;16;18;19;23;24;28;31;33;35;42;46;47;48;49;56;62;65;67
11460;7;9;10;12;13;15;17;22;23;28;29;30;44;49;55;56;59;61;63;64
11461;9;10;11;13;14;15;16;20;22;24;30;36;45;53;55;56;59;67;68;70
11462;3;9;13;15;21;24;29;31;35;36;37;41;42;44;60;64;65;66;67;69
11463;1;2;13;15;16;19;23;33;39;44;45;48;51;52;57;61;65;67;68;69
11464;1;3;7;12;17;22;24;28;31;32;37;40;43;47;49;50;56;57;64;69
11465;3;6;10;12;15;18;19;20;21;22;23;29;35;41;42;61;63;66;68;69
11466;4;8;13;15;19;22;33;34;37;39;40;41;44;46;48;50;53;62;65;67
11467;3;8;10;19;21;25;29;31;33;36;37;39;46;48;53;55;62;63;64;68
11468;22;28;32;33;38;42;44;48;49;51;55;57;59;60;61;64;65;66;69;70
11469;2;5;6;7;8;11;14;23;34;38;40;44;45;49;50;51;55;63;67;69
11470;8;10;14;19;20;22;23;24;27;29;31;34;35;39;40;43;53;56;59;61
11471;9;14;16;18;20;22;26;27;31;38;39;42;43;47;50;54;55;60;66;68
11472;3;4;8;11;13;14;17;21;24;31;32;33;36;44;47;53;57;58;66;67
11473;4;6;8;10;12;14;15;25;27;32;41;42;44;45;46;50;55;60;65;70
11474;11;13;17;18;22;24;25;26;29;31;35;40;42;47;57;58;59;65;66;70
11475;2;5;11;14;15;16;23;34;37;38;45;49;51;57;58;60;61;65;69;70
11476;2;3;11;14;18;25;27;28;34;36;38;40;43;52;53;55;59;61;62;67
11477;3;4;6;13;16;21;28;30;32;33;35;45;49;51;53;59;60;62;63;67
11478;1;8;11;13;14;21;24;25;28;31;32;37;39;40;49;50;54;59;66;70
11479;4;5;6;9;10;11;17;19;24;27;29;35;42;43;54;55;58;60;64;66
11480;6;8;11;18;19;25;27;31;34;36;39;40;46;50;54;61;62;64;65;66
11481;1;2;9;12;13;15;17;18;19;23;28;30;33;35;38;40;42;43;46;55
11482;1;4;5;13;14;16;27;29;30;42;45;46;50;52;55;57;58;60;64;66
11483;14;19;20;24;26;28;33;37;40;45;47;52;56;57;61;62;63;64;65;69
11484;3;11;13;15;16;17;18;19;29;37;41;42;45;51;54;58;59;62;68;69
11485;1;9;11;14;15;23;24;25;29;34;38;44;47;49;50;61;62;63;64;66
11486;6;9;11;12;13;17;19;22;27;28;34;35;38;43;45;51;53;56;65;67
11487;2;6;14;18;23;25;28;33;34;35;36;37;40;45;48;51;57;61;65;70
11488;4;6;10;12;17;21;24;29;33;37;40;44;45;48;54;55;61;66;69;70
11489;3;7;8;14;17;21;22;36;39;47;48;49;55;57;59;62;63;64;65;67
11490;10;13;17;22;23;25;26;29;32;34;35;37;39;40;41;42;45;46;54;68
11491;4;6;10;11;15;16;17;27;29;30;32;34;42;48;51;58;60;64;66;70
11492;8;9;11;14;17;18;22;29;31;34;36;41;47;48;55;56;62;63;67;70
11493;3;5;8;15;19;20;23;32;35;37;38;39;40;41;54;56;59;61;64;65
11494;3;11;12;14;15;17;21;27;34;38;39;43;44;45;46;54;56;57;58;70
11495;1;2;11;13;15;19;23;30;33;34;39;50;54;57;58;59;60;62;63;67
11496;3;6;7;9;11;13;17;21;27;30;31;40;41;46;53;55;56;64;69;70
11497;2;7;10;12;14;23;28;33;34;43;45;47;53;54;55;60;61;63;67;69
11498;6;7;11;12;16;24;25;28;30;34;35;36;41;49;51;55;57;58;62;65
11499;5;6;10;11;14;15;26;28;36;40;45;47;49;53;54;58;61;63;65;67
11500;2;9;11;15;16;17;24;25;28;34;36;37;41;53;55;61;63;67;68;70
11501;5;13;15;16;19;20;23;25;33;34;39;46;48;51;52;57;59;64;68;69
11502;3;4;7;11;12;17;18;23;27;29;36;37;40;55;57;58;63;65;66;70
11503;6;7;8;11;13;14;24;29;32;33;37;38;39;44;54;55;63;64;66;67
11504;6;7;8;9;12;21;25;28;30;32;35;36;38;41;42;45;46;48;50;58
11505;1;9;10;12;13;18;20;25;31;35;36;44;49;50;54;57;58;63;64;66
11506;9;13;17;18;21;22;28;30;32;34;36;39;42;45;50;51;53;61;68;69
11507;3;13;16;20;21;22;34;36;41;48;49;50;52;56;58;61;65;66;67;70
11508;2;3;7;8;14;16;17;18;21;22;23;30;45;53;54;58;59;63;64;65
11509;1;3;7;8;12;14;21;29;31;32;38;41;44;49;51;56;57;60;63;65
11510;5;8;9;10;14;16;17;23;31;32;37;42;45;51;52;61;63;67;68;69
11511;1;5;10;11;18;22;23;26;27;28;29;37;38;40;41;45;49;51;56;70
11512;2;3;4;9;10;12;14;15;19;25;27;30;38;41;57;60;61;63;65;69
11513;8;16;18;22;23;30;32;33;34;41;45;49;50;56;61;62;64;65;68;69
11514;3;6;7;15;19;22;25;28;33;34;37;39;46;48;51;56;57;59;64;69
11515;2;5;6;9;10;12;14;20;22;27;33;34;35;37;42;49;59;60;62;65
11516;2;6;8;10;11;14;15;16;22;28;29;34;42;49;54;57;58;59;60;63
11517;2;4;7;13;19;20;21;30;36;43;47;52;56;57;58;59;65;66;67;70
11518;9;13;18;26;29;30;33;38;46;47;49;51;53;55;56;58;59;61;65;66
11519;2;5;6;24;25;28;30;34;35;36;37;39;43;49;51;55;60;61;65;69
11520;3;5;8;10;13;23;25;27;28;29;30;41;42;51;56;58;60;61;62;69
11521;3;10;11;14;21;23;25;26;34;36;41;43;44;46;50;52;53;59;60;64
11522;1;5;6;7;12;20;21;28;30;34;35;40;44;51;52;53;54;59;63;65
11523;3;8;12;17;18;20;24;25;26;30;31;39;44;45;53;55;60;61;65;68
11524;4;5;6;11;13;21;25;26;28;30;37;39;43;44;47;48;49;67;69;70
11525;3;4;7;14;15;19;23;25;39;42;44;46;47;48;51;53;57;59;61;69
11526;2;9;10;15;20;22;42;43;50;53;54;56;58;60;61;65;66;67;69;70
11527;2;14;17;18;20;21;26;30;31;33;36;39;48;50;51;57;62;63;64;67
11528;1;10;13;15;17;26;27;35;37;43;44;51;54;56;58;60;62;66;67;69
11529;5;6;7;8;9;10;15;21;22;24;28;30;37;41;44;49;53;64;67;69
11530;6;12;13;16;20;23;29;30;35;36;41;43;46;57;59;61;62;64;65;66
11531;3;6;10;12;14;18;19;20;22;29;30;31;45;48;52;54;55;61;63;68
11532;2;6;8;17;24;28;30;32;34;38;39;40;42;43;46;52;53;54;60;67
11533;3;4;6;10;11;12;15;17;28;30;34;37;39;42;48;50;55;57;61;68
11534;3;7;10;11;13;27;31;33;39;40;41;44;53;55;57;58;60;61;65;68
11535;1;2;5;6;7;8;17;19;25;30;39;40;41;53;55;59;63;64;65;69
11536;8;10;11;12;18;25;31;32;34;37;40;46;49;52;54;55;57;58;62;68
11537;5;10;13;19;20;22;30;33;35;40;42;45;49;51;52;58;60;63;67;68
11538;11;12;21;25;26;32;33;37;38;39;41;47;51;52;55;56;57;62;64;66
11539;1;2;4;7;29;37;38;39;40;44;46;48;49;54;55;56;61;62;65;66
11540;2;11;15;22;25;29;31;37;38;39;40;52;54;56;57;59;61;63;68;69
11541;1;3;7;11;12;18;22;23;32;38;39;42;43;47;49;51;58;63;68;70
11542;6;8;10;14;16;20;23;24;25;38;43;50;57;59;60;61;62;63;66;70
11543;3;6;7;13;19;21;27;28;32;35;37;38;46;50;53;58;59;61;63;66
11544;1;2;4;6;10;16;17;21;25;28;29;33;40;45;46;53;61;64;65;68
11545;2;5;12;18;20;23;27;28;29;30;33;34;36;41;43;50;55;57;60;62
11546;2;4;8;9;14;15;16;17;21;26;30;32;33;37;48;52;59;62;64;70
11547;1;4;8;9;11;13;21;22;24;27;31;36;40;41;54;57;59;61;66;67
11548;3;10;11;15;22;32;33;39;41;46;47;48;49;51;55;57;58;61;62;70
11549;8;9;17;18;19;20;21;27;30;33;37;39;40;52;53;54;57;62;64;67
11550;4;10;15;21;23;26;33;38;40;42;45;46;50;52;54;60;64;65;68;69
11551;1;2;12;16;17;20;22;23;26;29;31;32;35;36;43;44;53;59;63;69
11552;5;6;8;9;10;18;22;23;27;36;39;45;46;53;55;59;61;67;68;69
11553;2;6;8;13;23;27;34;44;46;50;54;55;56;58;60;63;67;68;69;70
11554;1;5;8;9;13;16;17;21;24;28;30;35;38;51;54;55;62;65;67;69
11555;4;5;8;9;17;19;21;22;24;32;35;37;42;43;47;53;56;58;59;67
11556;1;4;10;13;14;15;20;22;24;26;33;34;41;45;46;49;52;58;62;65
11557;3;7;8;10;12;13;16;17;23;28;30;34;38;40;43;44;46;54;57;61
11558;2;3;4;7;10;13;15;17;24;34;37;43;48;52;59;60;63;65;67;69
11559;3;4;5;6;7;16;22;24;25;41;43;44;45;47;48;52;54;56;61;65
11560;2;6;7;12;15;28;40;42;45;46;49;52;53;56;57;59;60;65;68;69
11561;4;6;7;8;9;10;15;20;22;27;28;35;39;43;48;56;57;59;63;64
11562;2;3;7;8;10;15;27;28;34;35;37;40;41;42;43;44;63;64;67;68
11563;3;7;8;9;11;14;19;24;28;30;36;39;44;46;47;51;55;60;61;65
11564;7;12;18;19;20;22;26;33;35;38;39;41;44;45;46;52;55;58;67;70
11565;1;2;7;9;16;22;29;34;36;38;40;41;44;50;55;62;65;66;67;68
11566;1;4;6;11;15;22;25;26;31;33;41;43;44;46;49;51;57;65;66;70
11567;5;6;10;15;17;22;28;35;37;41;42;46;47;48;57;61;64;67;69;70
11568;2;3;6;8;11;13;14;16;20;23;25;26;29;31;38;40;44;51;52;55
11569;4;8;9;15;17;26;27;31;32;37;38;41;43;45;46;47;49;60;66;70
11570;1;8;17;18;22;24;25;28;32;34;35;37;41;42;44;46;57;61;62;65
11571;18;22;23;24;26;29;31;33;34;35;37;46;48;53;55;57;59;60;62;66
11572;3;5;6;7;11;13;21;27;29;30;31;32;34;36;38;43;49;52;55;68
11573;1;2;3;9;10;18;27;34;37;38;39;42;43;53;54;58;64;67;68;69
11574;2;3;4;7;10;12;16;24;27;28;30;31;34;36;50;53;55;60;61;68
11575;4;5;12;13;14;17;21;25;27;30;34;36;38;45;48;49;58;68;69;70
11576;1;2;3;5;10;13;14;19;24;28;29;35;39;42;43;45;48;51;57;66
11577;4;15;19;23;26;27;29;32;39;41;42;44;45;49;51;55;57;58;63;68
11578;1;9;10;13;17;26;32;33;37;39;41;44;47;53;55;56;62;63;68;69
11579;1;12;13;16;17;20;25;28;30;38;41;50;52;54;57;59;63;66;67;68
11580;1;9;14;25;27;31;32;34;44;46;48;49;54;57;59;63;65;66;68;70
11581;6;9;16;18;20;27;28;29;35;36;40;41;42;46;49;50;54;58;60;66
11582;2;3;13;18;22;25;26;28;30;32;33;35;38;40;46;47;50;60;63;68
11583;5;6;9;15;22;27;28;34;36;38;39;40;49;50;51;54;59;61;63;68
11584;3;4;5;9;22;27;29;30;31;35;39;42;43;47;57;63;64;65;67;70
11585;4;5;14;21;25;26;29;30;31;38;41;50;51;52;54;57;58;62;65;70
11586;1;7;13;14;19;21;26;28;29;30;39;41;43;45;46;49;51;52;56;57
11587;1;5;9;11;20;21;30;31;42;43;44;45;46;47;48;53;54;56;63;70
11588;3;7;8;9;11;13;15;17;22;26;28;30;34;39;43;44;46;62;64;67
11589;3;6;16;19;23;28;32;34;36;41;49;50;52;53;58;60;61;63;67;68
11590;1;6;11;18;21;22;23;24;25;29;32;33;34;38;46;53;56;60;61;64
11591;1;3;6;13;18;19;20;21;24;31;32;36;38;43;47;49;53;54;59;64
11592;3;4;5;6;8;14;19;21;22;26;33;35;37;43;46;48;52;58;62;68
11593;2;3;5;16;17;18;22;37;38;39;40;43;45;46;49;53;60;61;63;68
11594;1;3;4;6;7;12;16;17;19;25;29;36;39;40;49;50;57;60;64;65
11595;2;5;11;15;20;25;26;34;43;45;48;51;53;56;58;60;64;67;68;69
11596;1;8;13;15;22;23;26;31;32;35;40;43;45;48;49;51;53;57;61;65
11597;8;9;11;16;17;19;20;21;26;33;34;36;39;41;43;48;49;59;62;64
11598;4;6;7;12;17;20;22;24;27;28;29;36;39;43;47;58;59;64;65;68
11599;5;10;16;18;27;28;30;31;34;36;38;42;46;48;52;53;54;58;60;67
11600;5;6;11;15;17;18;23;25;30;34;35;36;45;47;49;51;54;55;62;69
11601;2;3;6;12;16;18;26;30;34;35;36;37;38;39;40;45;51;54;59;66
11602;3;6;13;14;20;25;30;31;33;35;41;42;45;46;54;57;58;59;64;70
11603;1;4;9;11;13;14;17;27;33;38;42;44;45;47;50;51;58;61;68;69
11604;1;5;13;15;19;27;28;34;36;40;43;46;49;52;55;57;64;65;68;69
11605;4;15;17;19;24;27;29;40;43;46;51;52;53;58;60;62;63;64;66;68
11606;5;9;11;15;19;22;23;25;26;28;30;35;40;41;42;50;54;56;57;65
11607;8;14;15;16;19;20;22;30;32;33;42;43;44;54;55;57;60;63;65;68
11608;1;5;13;18;20;21;23;25;26;33;37;41;44;45;51;55;57;58;67;69
11609;5;9;10;14;20;21;33;35;37;42;44;46;56;57;58;59;60;61;65;67
11610;3;12;14;18;21;25;26;32;35;37;38;40;46;48;49;54;56;60;62;70
11611;1;3;8;16;17;20;22;39;43;45;48;50;52;56;57;58;60;62;64;67
11612;2;4;8;10;23;24;27;28;38;40;44;47;52;55;58;59;61;62;63;65
11613;6;13;15;21;22;23;28;30;32;34;42;43;44;45;48;52;53;61;67;69
11614;2;9;11;16;20;21;23;28;33;35;37;41;42;43;47;49;51;55;63;65
11615;4;5;6;7;9;12;17;20;21;23;28;29;31;36;56;57;60;61;64;68
11616;3;7;10;17;23;24;25;30;31;32;38;40;42;48;49;50;55;56;57;66
11617;2;6;9;11;12;13;18;22;29;32;37;40;45;52;55;58;63;64;66;69
11618;3;8;15;18;21;23;29;31;39;44;47;48;53;55;58;60;62;64;65;67
11619;2;5;9;12;14;19;22;26;30;31;33;41;44;46;48;54;55;56;60;70
11620;3;5;7;10;12;14;19;21;25;26;27;28;33;37;39;40;52;54;60;64
11621;3;13;16;17;18;20;21;22;24;27;31;44;45;55;56;58;61;62;65;70
11622;2;6;7;15;16;21;25;27;30;33;39;45;46;54;55;57;60;66;67;68
11623;2;3;5;6;7;8;11;16;18;24;26;33;35;38;42;45;47;51;65;70
11624;6;8;17;20;22;23;24;27;29;35;36;45;50;52;53;54;56;59;69;70
11625;4;6;15;18;22;24;29;34;40;41;42;52;53;56;57;63;65;66;68;70
11626;2;3;4;9;15;18;19;21;22;29;30;37;43;45;50;53;57;61;65;70
11627;10;13;14;15;18;20;21;26;30;36;43;45;48;50;51;53;55;62;67;69
11628;1;4;5;10;18;19;21;22;27;30;32;39;40;47;52;63;64;67;68;70
11629;1;7;9;13;14;15;16;18;20;27;34;37;38;40;43;46;47;60;63;67
11630;1;3;6;8;9;15;17;25;26;28;34;37;39;40;48;50;57;59;62;66
11631;1;2;6;10;12;17;21;31;37;39;40;43;44;49;51;56;58;66;69;70
11632;3;6;9;13;15;18;26;28;30;33;43;49;52;56;57;59;63;64;65;66
11633;8;13;16;17;28;30;31;33;36;37;38;41;44;45;47;49;54;56;60;65
11634;1;4;9;11;12;14;15;16;17;23;26;28;32;35;40;44;56;58;68;70
11635;5;8;11;13;22;23;26;27;29;30;37;38;40;50;51;60;63;65;66;69
11636;10;12;16;17;22;29;34;37;38;41;43;45;51;52;53;58;59;62;66;69
11637;1;2;4;8;12;13;16;22;24;31;32;33;34;38;43;47;49;58;59;68
11638;4;6;9;11;15;16;18;24;27;29;30;31;34;39;43;45;52;65;67;69
11639;1;2;3;6;10;22;29;32;33;36;37;38;39;41;44;46;48;55;58;59
11640;10;15;18;31;34;35;36;37;39;40;41;47;49;51;53;54;58;61;67;68
11641;1;3;4;5;7;15;21;22;24;34;38;41;44;51;52;56;58;63;65;70
11642;13;17;21;29;31;37;38;41;43;44;49;50;52;53;56;60;62;64;65;67
11643;2;7;9;16;18;20;28;33;34;35;39;41;42;44;45;56;58;59;63;69
11644;1;4;6;13;17;19;29;31;34;35;39;42;50;52;53;57;59;60;64;70
11645;6;7;11;17;19;21;23;26;28;42;44;45;46;50;52;53;56;58;59;65
11646;1;2;5;6;7;8;9;10;13;14;26;30;31;37;40;43;48;55;59;63
11647;1;2;3;4;6;7;9;20;22;27;31;34;39;46;51;53;64;65;67;68
11648;8;11;12;13;16;22;23;33;34;36;37;44;46;49;54;58;62;63;67;68
11649;1;11;17;20;21;26;31;32;33;38;44;45;47;48;50;51;58;64;65;70
11650;5;6;8;13;18;20;29;33;35;36;37;42;43;44;47;54;57;58;63;68
11651;3;4;11;16;18;25;26;29;36;40;42;44;46;53;54;55;61;62;65;68
11652;2;7;8;12;13;15;17;20;23;27;31;38;47;51;55;59;61;62;64;66
11653;2;3;4;6;15;18;22;25;27;32;33;35;37;39;40;44;49;59;63;65
11654;3;7;9;12;15;20;23;24;26;29;32;39;41;49;52;59;61;62;65;67
11655;3;7;11;16;17;21;23;26;27;32;35;37;39;43;50;52;53;54;56;61
11656;8;10;12;16;20;25;26;27;28;33;35;40;44;53;58;59;63;65;67;69
11657;4;8;16;20;25;28;30;31;41;52;59;61;62;63;64;65;66;67;68;70
11658;1;4;7;8;16;17;22;23;33;35;36;42;43;44;53;55;59;60;66;68
11659;1;3;4;10;15;20;22;24;26;29;31;34;46;50;51;52;57;58;68;70
11660;7;14;23;24;27;31;34;35;38;39;41;44;50;51;52;56;57;63;67;69
11661;1;3;8;12;15;18;24;25;26;27;33;34;38;40;55;56;64;66;68;70
11662;4;7;8;16;23;26;27;28;29;30;35;39;45;47;48;49;51;65;66;67
11663;2;6;7;10;11;12;20;22;24;25;27;32;34;43;45;46;54;67;68;69
11664;1;3;6;11;13;14;17;19;21;23;24;36;41;49;53;55;57;58;61;69
11665;2;7;8;14;15;22;25;32;35;40;43;49;52;53;57;59;60;64;69;70
11666;3;6;19;24;25;32;34;38;40;47;50;51;53;56;58;59;61;63;64;68
11667;3;8;11;16;19;20;24;27;32;44;45;49;51;56;57;60;61;65;69;70
11668;1;4;5;8;10;17;23;24;25;34;36;40;45;47;49;61;62;64;68;70
11669;6;16;17;21;22;24;29;30;33;37;39;42;43;45;47;48;53;55;59;63
11670;6;7;11;13;22;24;29;30;31;32;35;36;42;46;49;56;58;61;63;64
11671;1;2;4;11;15;19;21;23;30;42;47;48;50;51;53;59;65;66;69;70
11672;1;6;8;19;26;29;33;35;38;39;48;50;57;58;59;62;64;66;67;69
11673;1;9;15;16;22;23;25;27;29;32;34;38;41;46;54;57;59;63;69;70
11674;3;6;7;8;9;11;15;16;18;20;21;23;35;42;43;46;53;63;68;70
11675;1;5;8;16;25;28;34;35;38;45;46;50;54;55;60;61;63;67;68;70
11676;1;3;5;10;13;14;18;22;23;25;26;31;37;43;47;48;51;60;64;66
11677;1;2;6;7;13;17;20;24;29;32;33;43;45;47;50;53;59;64;66;67
11678;1;2;5;8;9;13;21;30;31;32;33;35;44;49;52;57;63;66;69;70
11679;1;3;4;8;9;10;12;13;17;19;21;22;30;31;32;41;42;58;61;63
11680;3;10;11;15;19;20;21;26;28;30;34;51;52;56;57;60;62;63;65;68
11681;3;5;8;14;19;25;26;29;30;33;34;36;42;47;49;54;59;61;64;68
11682;16;18;19;22;25;26;27;29;30;33;34;38;39;43;47;56;61;62;65;69
11683;1;5;7;8;12;19;25;31;32;34;37;41;42;46;47;48;49;58;59;68
11684;1;5;6;11;13;14;17;18;30;32;39;50;51;53;54;57;58;62;67;68
11685;3;5;6;7;9;12;13;20;21;31;34;50;52;53;56;57;61;62;67;70
11686;2;12;13;20;23;25;28;30;31;34;41;46;47;49;51;52;56;59;65;68
11687;5;8;10;23;28;29;31;34;38;43;45;46;48;50;57;60;61;62;63;70
11688;1;5;14;15;16;18;20;24;33;35;37;39;42;48;53;58;60;62;64;70
11689;9;10;11;15;19;20;21;23;24;31;32;33;34;37;38;41;53;56;58;69
11690;2;5;8;13;16;17;19;29;30;34;36;37;45;50;58;63;64;66;67;69
11691;1;5;9;10;12;18;20;22;26;34;35;36;39;41;45;49;64;66;69;70
11692;3;5;12;16;18;24;30;39;40;45;49;51;55;56;58;60;62;63;65;68
11693;3;4;7;10;11;20;21;22;23;27;29;37;43;46;49;52;56;61;62;70
11694;5;9;13;17;18;24;25;27;29;34;37;51;53;55;58;59;62;64;65;69
11695;1;8;9;14;15;16;17;22;32;37;40;41;44;45;55;56;60;61;62;64
11696;4;14;15;16;19;20;25;27;37;39;48;49;51;52;58;59;62;64;69;70
11697;3;5;13;14;16;21;25;26;33;35;41;48;49;50;54;58;60;61;64;68
11698;1;7;14;16;17;20;23;26;28;33;34;37;39;41;42;47;54;56;57;64
11699;1;7;8;11;12;16;18;23;31;32;41;42;46;50;57;58;60;65;66;68
11700;1;5;9;10;12;16;24;35;36;38;43;48;49;54;56;58;60;65;66;68
11701;2;5;6;11;17;18;24;25;27;29;39;43;45;49;52;54;55;57;65;70
11702;5;12;19;21;22;29;30;33;34;38;41;42;45;46;49;51;57;58;59;66
11703;1;5;9;12;14;20;23;25;26;32;45;46;47;49;51;52;53;59;62;70
11704;1;11;14;15;17;23;28;32;33;34;35;37;40;45;47;56;60;61;64;69
11705;4;6;7;9;18;20;21;23;26;31;34;45;46;47;54;55;58;64;66;69
11706;3;4;7;8;10;12;15;19;25;29;30;32;37;38;41;49;54;64;66;68
11707;4;7;10;12;15;18;22;24;27;28;32;39;41;43;46;49;51;54;57;60
11708;7;14;17;19;20;25;26;33;34;36;42;44;45;46;48;51;53;55;61;69
11709;4;9;13;17;21;24;27;28;31;37;43;45;50;53;57;62;63;65;66;69
11710;8;11;13;17;19;21;22;26;38;42;44;47;53;57;59;61;62;65;67;69
11711;4;9;10;13;16;17;23;31;34;35;39;41;44;51;52;57;60;62;65;69
11712;1;2;6;7;10;13;14;16;19;21;23;44;49;53;55;57;63;65;67;68
11713;1;7;11;12;14;20;21;22;31;35;39;40;42;43;46;49;54;55;63;64
11714;2;5;8;11;16;18;21;25;28;29;32;34;35;40;43;54;56;59;65;70
11715;3;5;11;15;33;34;36;37;42;45;46;48;51;52;55;57;58;60;63;65
11716;2;3;5;9;15;18;21;30;32;40;42;52;54;57;61;62;64;65;66;68
11717;1;4;6;8;13;15;16;17;19;23;30;37;39;49;50;51;52;62;63;70
11718;3;5;10;17;28;30;34;38;39;40;47;50;54;55;57;62;63;66;67;68
11719;2;6;9;15;20;27;28;35;38;40;41;44;45;46;50;55;63;65;67;68
11720;2;8;10;11;12;27;28;29;32;33;34;35;36;46;48;52;56;62;66;67
11721;1;2;3;5;7;18;19;23;27;28;30;31;42;44;47;48;51;54;63;70
11722;2;3;5;7;12;17;20;24;25;32;36;38;41;44;50;56;58;61;67;68
11723;1;7;8;12;14;17;19;21;23;24;27;29;34;41;48;49;50;56;59;63
11724;1;2;6;12;13;16;22;23;24;28;29;50;51;53;54;55;56;59;62;65
11725;1;7;9;11;12;15;18;24;30;34;35;38;43;50;61;62;63;66;68;70
11726;3;6;8;10;12;14;20;27;32;33;36;42;44;46;48;56;61;64;67;68
11727;1;3;4;5;6;7;14;20;22;23;26;28;34;38;40;46;48;55;64;66
11728;7;8;9;10;13;17;24;27;31;32;33;34;35;37;38;41;45;48;54;59
11729;1;5;7;8;21;25;26;32;33;34;39;40;48;51;52;54;55;58;68;70
11730;7;8;11;21;22;23;30;32;37;38;42;45;48;53;54;56;58;63;64;69
11731;4;6;11;13;14;15;18;21;25;26;27;37;41;42;46;52;56;57;62;66
11732;7;14;17;18;25;27;31;33;36;44;48;49;55;56;58;63;64;66;67;70
11733;6;9;12;17;20;21;23;24;36;39;40;41;50;53;57;58;60;61;64;68
11734;1;6;7;10;19;25;26;29;30;37;39;42;44;46;47;51;52;54;57;60
11735;2;5;7;26;29;30;31;33;38;44;48;51;55;59;60;61;63;64;67;70
11736;4;6;10;12;13;21;22;25;37;38;39;43;44;45;50;53;57;60;61;67
11737;7;10;11;12;13;23;28;35;36;37;38;39;43;47;56;58;62;66;67;69
11738;3;4;5;8;11;13;15;24;25;27;34;35;36;40;46;52;58;61;65;69
